,Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Price range,Aggregate rating,Rating text,Votes
18,17293409,Sr. Sol 1,216,Athens,"175 Tallassee Rd, Athens, GA 30606",Athens,-83.4293,33.9652,Mexican,10,Dollar($),1,4.6,Excellent,917
19,17293163,Choo Choo Eastside,216,Athens,"1055 Gaines School Rd Ste 100, Athens, GA 30605",Athens,-83.3389,33.9259,"Japanese, Korean",10,Dollar($),1,3.9,Good,439
20,17293228,The Grill,216,Athens,"171 College Ave, Athens, GA 30601",Athens,-83.375523,33.958198,"Breakfast, Burger, Sandwich",10,Dollar($),1,3.7,Good,289
21,17293880,Big City Bread Cafe,216,Athens,"393 N Finley St, Athens, GA 30601",Athens,-83.384004,33.959392,"Breakfast, Sandwich",10,Dollar($),1,4.3,Very Good,558
22,17293169,Clocked,216,Athens,"259 W Washington St, Athens, GA 30601",Athens,-83.3797,33.9584,"American, Burger, Sandwich",10,Dollar($),1,4.2,Very Good,613
23,17293186,DePalma's Italian Cafe - Downtown,216,Athens,"401 E Broad St, Athens, GA 30601",Athens,-83.373596,33.958112,"American, Italian, Pizza",25,Dollar($),2,4.0,Very Good,353
24,17293180,DePalma's Italian Cafe - East Side,216,Athens,"1965 Barnett Shoals Rd, Athens, GA 30605",Athens,-83.33995,33.924275,"American, Italian, Pizza",25,Dollar($),2,4.1,Very Good,387
25,17293205,Five & Ten,216,Athens,"1073 South Milledge Ave, Athens, GA 30605",Athens,-83.3872482,33.9415545,American,40,Dollar($),3,4.3,Very Good,755
26,17293229,Grit,216,Athens,"199 Prince Ave, Athens, GA 30601",Athens,-83.381625,33.960112,"International, Southern, Vegetarian",10,Dollar($),1,4.2,Very Good,800
27,17293897,Ike & Jane,216,Athens,"1307 Prince Ave, Athens, GA 30606",Athens,-83.400887,33.963296,Sandwich,10,Dollar($),1,4.1,Very Good,350
28,17293273,La Dolce Vita Ristorante,216,Athens,"323 E Broad St, Athens, GA 30601",Athens,-83.4075,33.9584,Italian,40,Dollar($),3,4.1,Very Good,464
29,17293870,Shokitini,216,Athens,"251 W Clayton St, Athens, GA 30601",Athens,-83.379251,33.957503,"Asian, Japanese, Sushi",25,Dollar($),2,4.2,Very Good,550
30,17293877,Taqueria Del Sol,216,Athens,"334 Prince Ave, Athens, GA 30601",Athens,-83.383605,33.960571,"Mexican, Spanish",10,Dollar($),1,4.1,Very Good,543
31,17293890,The National,216,Athens,"232 W. Hancock Ave., Athens, GA 30601",Athens,-83.37967,33.959468,"International, Southern",40,Dollar($),3,4.1,Very Good,465
32,17293915,The Royal Peasant,216,Athens,"1675 S. Lumpkin St., Athens, GA 30606",Athens,-83.38728,33.937502,Bar Food,10,Dollar($),1,4.4,Very Good,546
33,17293422,Transmetropolitan,216,Athens,"145 E Clayton St, Athens, GA 30601",Athens,-83.3764,33.9584,"Italian, Pizza, Sandwich",10,Dollar($),1,4.4,Very Good,1098
34,17293873,Trappeze Pub,216,Athens,"269 N Hull St, Athens, GA 30601",Athens,-83.378881,33.958363,"Burger, Bar Food",25,Dollar($),2,4.2,Very Good,579
35,17294014,Viva! Argentine Cuisine,216,Athens,"247 Prince Ave, Athens, GA 30601",Athens,-83.3828224,33.9600227,"Desserts, Latin American, Argentine",10,Dollar($),1,4.1,Very Good,374
36,17294556,Miyabi Kyoto Japanese Steak House,216,Augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",Augusta,-82.0865,33.4721,"Chinese, Steak",40,Dollar($),3,4.6,Excellent,717
37,17294607,Rae's Coastal Cafe,216,Augusta,"3208 W Wimbledon Dr, Augusta, GA 30909",Augusta,-82.0698,33.4791,"American, Caribbean, Seafood",40,Dollar($),3,4.9,Excellent,548
38,17294279,The Bee's Knees,216,Augusta,"211 10th Street, Augusta, GA 30901",Augusta,-81.97,33.4765,"International, Tapas, Vegetarian",25,Dollar($),2,4.5,Excellent,631
39,17294300,Boll Weevil Cafe,216,Augusta,"10 9th St, Augusta, GA 30901",Augusta,-81.9684,33.474,"Desserts, Sandwich, Southern",10,Dollar($),1,3.9,Good,372
40,17295215,Farmhaus Burger,216,Augusta,"1204 Broad St, Augusta, GA 30901",Augusta,-81.973006,33.477444,"American, Burger",25,Dollar($),2,3.9,Good,201
41,17295028,Manuel's Bread Cafe,216,Augusta,"505 Railroad Ave, North Augusta, GA 29841",Augusta,-81.965571,33.481779,"Breakfast, French",40,Dollar($),3,3.8,Good,332
42,17294642,Sconyers Bar B Que,216,Augusta,"2250 Sconyers Way, Augusta, GA 30906",Augusta,-82.0327,33.4086,BBQ,25,Dollar($),2,3.5,Good,304
43,17295109,Frog Hollow Tavern,216,Augusta,"1282 broad street, Augusta, GA 30901",Augusta,-81.974944,33.478231,American,40,Dollar($),3,4.3,Very Good,368
44,17294441,Giuseppe's Pizza & Italian Specialities,216,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",Augusta,-82.096,33.4827,"Desserts, Italian, Pizza",25,Dollar($),2,4.1,Very Good,430
45,17294552,Mellow Mushroom,216,Augusta,"1167 Broad St, Augusta, GA 30901",Augusta,-81.9721,33.4778,"Italian, Pizza, Sandwich",25,Dollar($),2,4.4,Very Good,433
46,17294565,Nacho Mamas Burritos,216,Augusta,"976 Broad St, Augusta, GA 30901",Augusta,-81.9694,33.4764,Mexican,10,Dollar($),1,4.0,Very Good,380
47,17294623,Rhinehart's Oyster Bar,216,Augusta,"3051 Washington Rd, Augusta, GA 30907",Augusta,-82.0505,33.5133,"Bar Food, Sandwich, Seafood",25,Dollar($),2,4.0,Very Good,456
48,17294712,Takosushi,216,Augusta,"437 Highland Ave, Augusta, GA 30909",Augusta,-82.0301,33.4848,"Mexican, Southwestern, Sushi",40,Dollar($),3,4.2,Very Good,647
49,17295033,The Chop House,216,Augusta,"Augusta Mall, Augusta, GA 30909",Augusta,-82.080788,33.467201,Steak,40,Dollar($),3,4.0,Very Good,360
50,17295069,The Taj of India,216,Augusta,"502 Furys Ferry Rd, Augusta, GA 30907",Augusta,-82.0805493,33.5375868,Indian,25,Dollar($),2,4.0,Very Good,227
51,17294261,Augsburg Haus,216,Augusta,"4460 Washington Road, Evans, GA 30809",Evans,-82.143793,33.544342,German,25,Dollar($),2,3.9,Good,290
52,17295115,Pho Bac,216,Augusta,"4300 Towne Centre, Evans, GA 30809",Evans,-82.126161,33.532249,Vietnamese,10,Dollar($),1,4.1,Very Good,270
53,17294836,Rhinehart's Oyster Bar,216,Augusta,"303 North Bel Air Rd, Evans, GA 30809",Evans,-82.141284,33.521291,"Burger, Seafood",25,Dollar($),2,4.0,Very Good,326
54,17294850,Thai Kitchen,216,Augusta,"4357 Washington Road, Evans, GA 30809",Evans,-82.1328,33.5406,Thai,35,Dollar($),3,4.3,Very Good,317
55,17294883,El Kiosco Mexican Restaurant,216,Augusta,"5174 Wrightsboro Rd, Grovetown, GA 30813",Grovetown,-82.1997,33.4574,Mexican,10,Dollar($),1,4.2,Very Good,300
56,17303465,Bardenay,216,Boise,"610 W Grove St, Boise, ID 83702",Boise,-116.2019,43.6138,"American, Bar Food",25,Dollar($),2,4.5,Excellent,879
57,17303642,Flatbread Neapolitan Pizzeria,216,Boise,"800 W Main Suite 230, Boise, ID 83702",Boise,-116.203466,43.616068,"Italian, Pizza",25,Dollar($),2,4.6,Excellent,615
58,17303670,Goldy's Breakfast Bistro,216,Boise,"108 S Capitol Blvd, Boise, ID 83702",Boise,-116.2023,43.6149,"Breakfast, Sandwich",25,Dollar($),2,4.5,Excellent,879
59,17303545,Chandlers Steakhouse,216,Boise,"981 W Grove St, Boise, ID 83702",Boise,-116.2064,43.6157,"American, Seafood, Steak",70,Dollar($),4,3.9,Good,379
60,17303655,Bar Gernika Basque Pub & Eatery,216,Boise,"202 S Capitol Blvd, Boise, ID 83702",Boise,-116.2031,43.614,"European, Spanish",10,Dollar($),1,4.3,Very Good,303
61,17304691,Barbacoa Restaurant,216,Boise,"276 Bobwhite Ct, Boise, ID 83706",Boise,-116.185034,43.597235,"Latin American, Steak",70,Dollar($),4,4.1,Very Good,538
62,17303478,Big Jud's,216,Boise,"1289 Protest Rd, Boise, ID 83706",Boise,-116.2062,43.5945,"American, Burger, Sandwich",10,Dollar($),1,4.2,Very Good,334
63,17303480,Bittercreek Ale House,216,Boise,"246 N 8th St, Boise, ID 83702",Boise,-116.2022,43.6167,"American, Bar Food",25,Dollar($),2,4.3,Very Good,555
64,17304733,Boise Fry Company,216,Boise,"204 N Capitol Blvd, Boise, ID 83702",Boise,-116.193409,43.610279,"American, Burger",10,Dollar($),1,4.4,Very Good,823
65,17303646,Flying Pie Pizzaria,216,Boise,"6508 W Fairview Ave, Boise, ID 83704",Boise,-116.2625,43.6192,Pizza,25,Dollar($),2,4.1,Very Good,550
66,17304929,Fork,216,Boise,"199 N 8th St, Boise, ID 83702",Boise,-116.202845,43.616295,"American, Burger",25,Dollar($),2,4.4,Very Good,650
67,17303684,Guido's Original New York Style Pizza,216,Boise,"235 N 5th St, Boise, ID 83702",Boise,-116.199,43.615,Pizza,10,Dollar($),1,4.3,Very Good,410
68,17303772,Los Beto's,216,Boise,"5220 W Fairview Ave, Boise, ID 83706",Boise,-116.2463,43.6191,Mexican,10,Dollar($),1,4.4,Very Good,660
69,17305123,Lucianos Italian Restaurant,216,Boise,"11 N Orchard St, Boise, ID 83706",Boise,-116.245165,43.6051379,"Italian, Seafood, Vegetarian",25,Dollar($),2,4.4,Very Good,360
70,17303787,Mai Thai Restaurant,216,Boise,"750 W Idaho St, Boise, ID 83702",Boise,-116.2021,43.6162,"Sushi, Thai",40,Dollar($),3,4.0,Very Good,340
71,17303990,Shige Japanese Cuisine,216,Boise,"100 N 8th St, Boise, ID 83702",Boise,-116.2031,43.6156,"Japanese, Sushi, Teriyaki",25,Dollar($),2,4.1,Very Good,393
72,17304741,The Egg Factory,216,Boise,"8061 W Fairview Ave, Boise, ID 83704",Boise,-116.281809,43.619274,Breakfast,10,Dollar($),1,4.3,Very Good,422
73,17304726,Tucanos,216,Boise,"1388 S Entertainment Ave, Boise, ID 83709",Boise,-116.280614,43.591706,Brazilian,40,Dollar($),3,4.0,Very Good,435
74,17304486,Texas Roadhouse,216,Boise,"3801 E Fairview Avenue, Meridian, Boise, ID 83642",Meridian,-116.347304,43.619108,"American, BBQ, Steak",25,Dollar($),2,4.0,Very Good,369
75,17304533,Brick 29,216,Boise,"320 11th Avenue S, Nampa, ID 83651",Nampa,-116.5629,43.5777,American,40,Dollar($),3,4.4,Very Good,487
76,17316233,Winifreds,216,Cedar Rapids/Iowa City,"3847 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6336,42.0179,"American, Mediterranean, Seafood",40,Dollar($),3,3.7,Good,98
77,17315883,Biaggi's Ristorante Italiano,216,Cedar Rapids/Iowa City,"320 Collins Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6327,42.0281,"Italian, Pizza",40,Dollar($),3,4.1,Very Good,365
78,17315995,El Super Burrito,216,Cedar Rapids/Iowa City,"3300 Johnson Ave NW, Cedar Rapids, IA 52405",Cedar Rapids,-91.7148,41.9748,Mexican,10,Dollar($),1,4.1,Very Good,190
79,17316018,Granite City Food & Brewery,216,Cedar Rapids/Iowa City,"4755 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6224,42.0249,"American, Breakfast, Burger",40,Dollar($),3,4.1,Very Good,429
80,17316038,Irish Democrat,216,Cedar Rapids/Iowa City,"3207 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6347,42.01,"American, BBQ, Burger",25,Dollar($),2,4.4,Very Good,430
81,17316771,Taste of India,216,Cedar Rapids/Iowa City,"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6499622,42.0215347,Indian,25,Dollar($),2,4.2,Very Good,186
82,17316201,Thai Moon Restaurant,216,Cedar Rapids/Iowa City,"4362 16th Ave SW, Cedar Rapids, IA 52404",Cedar Rapids,-91.7266,41.9639,"Chinese, Sushi, Thai",10,Dollar($),1,4.2,Very Good,220
83,17316208,Ting's Red Lantern,216,Cedar Rapids/Iowa City,"540 Boyson Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,-91.6394,42.0468,Chinese,10,Dollar($),1,4.2,Very Good,347
84,17316389,Monica's,216,Cedar Rapids/Iowa City,"303 2nd Street, Coralville, IA 52241",Coralville,-91.569767,41.670466,"American, Italian, Pizza",25,Dollar($),2,3.8,Good,161
85,17316278,Exotic India,216,Cedar Rapids/Iowa City,"102 2nd Ave, Coralville, IA 52241",Coralville,-91.5687,41.6685,Indian,25,Dollar($),2,4.1,Very Good,160
86,17316744,Shorts Burger and Shine,216,Cedar Rapids/Iowa City,"18 S Clinton St, Iowa City, IA 52240",Iowa City,-91.534424,41.660982,Burger,10,Dollar($),1,4.9,Excellent,820
87,17316751,The Hamburg Inn No. 2 Inc.,216,Cedar Rapids/Iowa City,"214 N Linn St, Iowa City, IA 52245",Iowa City,-91.531414,41.663849,"American, Breakfast, Burger",10,Dollar($),1,4.5,Excellent,488
88,17316766,Bluebird Diner,216,Cedar Rapids/Iowa City,"330 E Market St, Iowa City, IA 52245",Iowa City,-91.531093,41.663751,"Breakfast, Diner",25,Dollar($),2,3.6,Good,253
89,17316743,Graze,216,Cedar Rapids/Iowa City,"115 East College St, Iowa City, IA 52240",Iowa City,-91.534302,41.658691,"American, International, Sushi",40,Dollar($),3,3.8,Good,220
90,17316374,A & A Pagliai's Pizza,216,Cedar Rapids/Iowa City,"302 E Bloomington St, Iowa City, IA 52245",Iowa City,-91.5314,41.6648,Pizza,25,Dollar($),2,4.3,Very Good,485
91,17316381,Atlas World Grill,216,Cedar Rapids/Iowa City,"127 Iowa Ave, Iowa City, IA 52240",Iowa City,-91.5341,41.661,International,40,Dollar($),3,4.3,Very Good,428
92,17316802,BlackStone,216,Cedar Rapids/Iowa City,"503 Westbury Dr Ste 1, Iowa City, IA 52245",Iowa City,-91.482165,41.667742,"American, Breakfast",25,Dollar($),2,4.1,Very Good,294
93,17316416,Devotay,216,Cedar Rapids/Iowa City,"117 N Linn St, Iowa City, IA 52245",Iowa City,-91.5318,41.6625,"Mediterranean, Tapas, Vegetarian",40,Dollar($),3,4.0,Very Good,380
94,17316449,Jimmy Jack's Rib Shack,216,Cedar Rapids/Iowa City,"1940 Lower Muscatine Rd, Iowa City, IA 52240",Iowa City,-91.5074,41.6428,BBQ,25,Dollar($),2,4.2,Very Good,259
95,17316603,Zoeys Pizzeria,216,Cedar Rapids/Iowa City,"690 10th St, Marion, IA 52302",Marion,-91.5995,42.0331,"Pizza, Sandwich",25,Dollar($),2,4.7,Excellent,433
96,17558684,Berry Patch Restaurant,216,Clatskanie,"49289 Us-30, Westport, OR 97016",Clatskanie,-123.368151,46.126967,"American, Breakfast, Desserts",10,Dollar($),1,4.3,Very Good,96
97,17330755,Uptown Vietnam cuisine,216,Columbus,"1250 Broadway, Columbus, GA 31901",Columbus,-84.992671,32.470315,"Asian, Vietnamese",10,Dollar($),1,3.3,Average,33
98,17330611,Cafe Le Rue @ The Landings,216,Columbus,"2523 Airport Thruway, Columbus, GA 31904",Columbus,-84.95591,32.519247,"American, Seafood, Cajun",25,Dollar($),2,4.6,Excellent,489
99,17330609,Mark's City Grille,216,Columbus,"7160 moon road, Columbus, GA 31909",Columbus,-84.927047,32.555591,American,25,Dollar($),2,4.5,Excellent,345
100,17330024,B Merrell's,216,Columbus,"7600 Veterans Pkwy, Columbus, GA 31909",Columbus,-84.9436,32.5577,"Burger, Bar Food, Southern",25,Dollar($),2,3.8,Good,149
101,17330074,Cannon Brewpub,216,Columbus,"1041 Broadway, Columbus, GA 31901",Columbus,-84.9936,32.4656,"Pizza, Bar Food",25,Dollar($),2,3.9,Good,330
102,17330185,Fuji Japanese Steak House,216,Columbus,"6499 Veterans Pkwy, Columbus, GA 31909",Columbus,-84.954984,32.5382197,"Japanese, Steak",40,Dollar($),3,3.9,Good,247
103,17330397,Ruth Ann's Family Restaurant,216,Columbus,"941 Veterans Parkway, Columbus, GA 31901",Columbus,-84.9876,32.4637,"Breakfast, Diner, Southern",10,Dollar($),1,3.7,Good,123
104,17330735,Samurai Japanese Cuisine & Sushi Bar,216,Columbus,"1009 Broadway, Columbus, GA 31901",Columbus,-84.9933631,32.4652417,"Japanese, Steak, Sushi",40,Dollar($),3,3.6,Good,109
105,17330676,Wasabi Sushi and Thai,216,Columbus,"1639 Bradley Park Dr, Columbus, GA 31904",Columbus,-84.96661,32.534002,"Japanese, Sushi, Thai",40,Dollar($),3,3.7,Good,134
106,17330048,Buckhead Bar and Grill,216,Columbus,"5010 Armour Rd, Columbus, GA 31904",Columbus,-84.95367,32.513154,"Seafood, Steak, Vegetarian",40,Dollar($),3,4.2,Very Good,722
107,17330604,Burt's Butcher Shoppe and Eatery,216,Columbus,"2932 Warm Springs Rd, Columbus, GA 31909",Columbus,-84.947569,32.504657,Steak,25,Dollar($),2,4.3,Very Good,213
108,17330087,Chef Lee's Peking Restaurant,216,Columbus,"6100 Bradley Park Dr, Columbus, GA 31904",Columbus,-84.9607,32.5393,Chinese,25,Dollar($),2,4.0,Very Good,335
109,17330137,Country's Barbecue,216,Columbus,"3137 Mercury Dr, Columbus, GA 31906",Columbus,-84.9464,32.4792,"BBQ, Southern",25,Dollar($),2,4.0,Very Good,353
110,17330309,Mellow Mushroom,216,Columbus,"6100 Veterans Pkwy, Columbus, GA 31909",Columbus,-84.9557,32.5321,Pizza,25,Dollar($),2,4.1,Very Good,192
111,17330311,Meritage,216,Columbus,"1039 1st Ave, Columbus, GA 31901",Columbus,-84.992093,32.466158,"American, Tapas",40,Dollar($),3,4.1,Very Good,302
112,17330615,Mongo The Mongolian Fire Pit,216,Columbus,"7830 - E Veterans Pkwy, Columbus, GA 31909",Columbus,-84.938698,32.560905,"Asian, Chinese",10,Dollar($),1,4.2,Very Good,355
113,17330638,The Black Cow,216,Columbus,"115 A 12th St, Columbus, GA 31901",Columbus,-84.991384,32.468757,American,25,Dollar($),2,4.3,Very Good,287
114,17330628,Wood Stone,216,Columbus,"5739 Whitesville Rd, Columbus, GA 31904",Columbus,-84.963201,32.527217,"Italian, Mediterranean, Pizza",40,Dollar($),3,4.0,Very Good,264
115,17330546,Hunter's Pub,216,Columbus,"11269 GA Hwy 219, Hamilton, GA 31811",Hamilton,-85.0213,32.7455,"American, Seafood, Steak",40,Dollar($),3,4.4,Very Good,235
116,17334434,Thatcher's Barbeque and Grill,216,Dalton,"1214 N Wall St, Calhoun, GA 30701",Calhoun,-84.9396931,34.5251331,"American, BBQ, Southern",25,Dollar($),2,3.7,Good,38
117,17334348,Christian and Jake's Bistro,216,Dalton,"555 Georgia Hwy 53, Calhoun, GA 30701",Calhoun,-84.926258,34.474635,"Desserts, Sandwich",10,Dollar($),1,4.4,Very Good,122
118,17334213,Dub's High on the Hog,216,Dalton,"349 S Wall St, Calhoun, GA 30701",Calhoun,-84.9523921,34.4972488,BBQ,25,Dollar($),2,4.4,Very Good,207
119,17334355,Sierra's Mexican Restaurant,216,Dalton,"500 S. 3rd Avenue, Chatsworth, GA 30705",Chatsworth,-84.767911,34.752476,"Mexican, Tex-Mex",10,Dollar($),1,3.9,Good,66
120,17334212,Oakwood Cafe,216,Dalton,"201 West Cuyler Street, Dalton, GA 30720",Dalton,-84.969393,34.769686,"BBQ, Breakfast, Southern",10,Dollar($),1,4.9,Excellent,249
121,17333797,Chili's Grill & Bar,216,Dalton,"881 College Dr, Dalton, GA 30720",Dalton,-85.0039,34.7643,American,25,Dollar($),2,3.8,Good,63
122,17334217,Fuji Japanese Steakhouse,216,Dalton,"1321 W Walnut Ave, Dalton, GA 30720",Dalton,-84.992342,34.759551,"Japanese, Sushi",40,Dollar($),3,3.8,Good,145
123,17334273,Las Palmas,216,Dalton,"1331 W Walnut Ave, Dalton, GA 30720",Dalton,-84.992924,34.759665,Mexican,10,Dollar($),1,3.8,Good,83
124,17334254,Tony's Italian Restaurant & Pizza,216,Dalton,"933 Market St, Dalton, GA 30720",Dalton,-84.999678,34.758645,Italian,25,Dollar($),2,3.7,Good,116
125,17333836,Filling Station,216,Dalton,"316 N Hamilton St, Dalton, GA 30720",Dalton,-84.9678,34.7742,"American, Burger",10,Dollar($),1,4.1,Very Good,122
126,17334197,Five Guys Burgers and Fries,216,Dalton,"1303 W. Walnut Ave., Dalton, GA 30720",Dalton,-84.990925,34.759273,Fast Food,10,Dollar($),1,4.1,Very Good,142
127,17333882,Los Pablos,216,Dalton,"1513 W Walnut Ave Ste 6, Dalton, GA 30720",Dalton,-84.9964,34.7604,Mexican,10,Dollar($),1,4.1,Very Good,114
128,17334211,Kobe Hibachi & Sushi,216,Dalton,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,-85.2229101,34.9428786,"American, Japanese, Sushi",25,Dollar($),2,4.6,Excellent,214
129,17334390,Soho Hibachi,216,Dalton,"1014 Battlefield Parkway, Fort Oglethorpe, GA 30742",Fort Oglethorpe,-85.246237,34.9528157,Japanese,10,Dollar($),1,4.3,Very Good,116
130,17334034,Thai Garden,216,Dalton,"685 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,-85.2545,34.9546,Thai,25,Dollar($),2,4.2,Very Good,111
131,17334414,Southern Bliss Bakery,216,Dalton,"300 W Patton St., Lafayette, GA 30728",LaFayette,-85.294955,34.705093,"Desserts, Sandwich",10,Dollar($),1,3.7,Good,25
132,17334082,Bailey's Bar-B-Que,216,Dalton,"5540 Highway 41, Ringgold, GA 30736",Ringgold,-85.1321,34.9273,BBQ,10,Dollar($),1,4.1,Very Good,128
133,17334364,Farm To Fork,216,Dalton,"118 Remco Shops Lane, Ringgold, GA 30736",Ringgold,-85.130492,34.912109,"American, Diner, Southern",10,Dollar($),1,4.3,Very Good,244
134,17334398,Home Plate Grill,216,Dalton,"7807 Nashville St, Ringgold, GA 30736",Ringgold,-85.1079396,34.9151853,"American, BBQ, Southern",10,Dollar($),1,4.2,Very Good,112
135,17334219,Pie Slingers Pizzeria,216,Dalton,"56A Fieldstone Village Drive, Rock Spring, GA 30739",Rock Spring,-85.249727,34.851907,"Italian, Pizza",10,Dollar($),1,4.1,Very Good,144
136,17335173,Olive Tree Cafe,216,Davenport,"2513 53rd Avenue, Bettendorf, IA 52722",Bettendorf,-90.496986,41.574935,"Indian, Mediterranean, Middle Eastern",25,Dollar($),2,4.6,Excellent,166
137,17335195,"Red Ginger Sushi, Grill & Bar",216,Davenport,"793 Middle Rd, Bettendorf, IA 52722",Bettendorf,-90.522479,41.53845,"Sushi, Teriyaki",40,Dollar($),3,4.5,Excellent,208
138,17335225,Crust Stone Oven Pizza,216,Davenport,"2561 E 53rd Ave, Bettendorf, IA 52722",Bettendorf,-90.4912446,41.5747801,"Burger, Pizza",25,Dollar($),2,3.9,Good,136
139,17335219,Jimmy's Pancake House,216,Davenport,"2521 - 18th St., Bettendorf, IA 52722",Bettendorf,-90.504176,41.548746,"American, Breakfast, Greek",10,Dollar($),1,4.0,Very Good,85
140,17334965,Trattoria Tiramisu,216,Davenport,"1804 State St, Bettendorf, IA 52722",Bettendorf,-90.50709,41.525384,Italian,25,Dollar($),2,4.1,Very Good,117
141,17335189,Prairie Grille at SteepleGate Inn,216,Davenport,"100 W 76th St, Davenport, IA 52806",Davenport,-90.574088,41.593892,"American, Breakfast",25,Dollar($),2,3.4,Average,53
142,17335156,Tantra Asian Bistro,216,Davenport,"589 East 53rd St, Davenport, IA 52807",Davenport,-90.565837,41.574459,Asian,25,Dollar($),2,4.9,Excellent,474
143,17334717,Chick-fil-A,216,Davenport,"320 W Kimberly Rd, Davenport, IA 52806",Davenport,-90.5716,41.5604,Fast Food,10,Dollar($),1,3.9,Good,125
144,17334752,Duck City Bistro,216,Davenport,"115 E 3rd St, Davenport, IA 52801",Davenport,-90.5737,41.5223,"American, French",70,Dollar($),4,3.7,Good,201
145,17334718,China Cafe,216,Davenport,"3018 E 53rd St, Davenport, IA 52807",Davenport,-90.5321,41.5749,Chinese,25,Dollar($),2,4.0,Very Good,112
